"","AKT1","AKT2","AKT3","PIK3CA","PIK3CB","PIK3CD","PIK3R1","PIK3R2","FOXO1A","FOXO3A","MLLT7","PIK3CG","PDPK1","IRS1","SRC","GAB1","PTEN","IGF1R","PDGFRA","PDGFRB","EGFR","ERBB2","ERBB3","FGFR1","FGFR2","MET","NRAS","HRAS","KRAS","ARAF","BRAF","RAF1","GRB2","NF1","CBL","SPRY2","CDKN2A","CDKN2C","CDKN2B","CCND1","CCND2","CDK4","CDK6","RB1","MDM2","MDM4","TP53","PIK3C2B"
"TCGA-12-0827",7.70246557367629,4.21095829319015,4.25888544093042,7.68741124680028,4.91174443957179,5.34316944651232,8.37347255234567,5.2084716335975,7.45798561456029,6.6329365295055,5.77033078736929,4.42594705576915,6.16049574640809,6.09876092449574,4.62684363888266,4.89902264357076,6.23628548713297,6.90733850647926,8.19253739128621,7.08396326525271,5.75902789132566,4.62371541453042,5.12273259202855,5.80720514196286,4.90323231603183,4.89365926250208,7.05241813373833,7.46328762776727,9.1385364881678,6.08923418634041,5.08686122168036,7.82818627467733,9.45443322155884,5.58505479512485,4.096228075206,9.24155931764789,5.81028439742016,8.13131063292198,4.22860910409383,6.76783741457619,8.8449830706787,9.33531974530237,3.83507641039336,6.68690398547522,4.41778248104604,3.57111089024385,4.61911373366437,6.40213849173224
"TCGA-12-0828",7.18314330947249,4.06297153161348,3.90229782265754,5.1503714316074,4.28253489891021,4.92237579544858,8.996933043418,4.90912445628012,8.07425532545158,5.86096958908547,5.04475580043739,4.06876024051158,5.66987791287499,5.33976901164543,4.67478589831194,5.16629105960314,5.65812898321014,5.61335300021762,9.00426350722324,6.46727916199659,7.6490857594173,5.60254426479256,5.35200596651403,5.706318105191,4.96071486088263,4.48936890516255,8.85014667326832,7.49064819499278,9.11388473200152,6.5598058068087,4.85473638963836,7.95627112543057,8.3696139854717,5.21640425269551,3.9729704110134,9.03264340232259,4.70136812566584,8.42254680665389,3.94245445837453,5.819054945263,8.18315936617856,9.85627876263176,4.1004276666659,6.70270313841492,4.71775799200918,3.83122778902757,5.89557315611382,6.30948301520576
"TCGA-12-0829",7.66905632458972,4.01869123390012,3.95953850737451,7.92548336021304,4.58682913886413,5.7738955779785,8.17877501066604,5.28074967638722,7.66357102470066,6.66832712189642,5.50660540609927,4.2283899451317,6.30116319378107,6.12062596386826,4.98159158177523,4.68426343325384,6.14532317018999,7.5700257995647,8.76017141461278,7.13782450147618,7.99549813078185,5.84929608984414,5.75460211013152,6.42424216546817,5.17912928787857,5.15171322196449,6.50870598885325,7.53009373435959,8.43119495876779,7.12193184456406,4.41765952738689,7.86133959258339,8.83539615183976,5.20855498327146,4.09496956214789,8.2384592624899,4.77675670160528,7.71911773612836,4.1815350675989,5.60537393848668,8.69377576638953,9.21439916868658,3.92838237813346,5.83881354348669,4.39084882819663,3.75158216132229,5.69877057414927,6.93453755417858
"TCGA-12-1088",6.26485775973838,4.05663490396118,4.09400066559949,6.81161272159665,4.3822889165004,5.11549251056537,8.29823503073763,4.78410861527931,7.21965746853374,6.33611328869826,5.29099837366926,3.98546309395174,5.94415538813402,5.52708810320422,4.72146982809728,5.02418483714294,5.65270878195162,5.804404320743,8.55530353698198,6.75242240194046,6.81952443976463,5.0885173366609,5.88210081151951,5.67327564334782,4.95292898518544,5.0984390394483,7.44715954703604,6.47474915355012,8.50590772095246,5.97869728132298,4.68328678566985,8.45013618746261,9.06378247178893,5.09975744533116,4.19452001780807,8.00045929254312,4.94700351543227,7.99959277360604,4.40758545391347,6.1943913643668,8.03664031304178,9.49031877641039,4.24083979804876,6.52213214671805,4.32232621418403,3.84816024260843,4.15445271128783,6.54307029959224
"TCGA-12-1089",6.2578878860692,4.12797984177811,4.0724031652587,5.85383807487009,4.73505074179777,4.88542306011133,9.62901825752275,5.09912496638808,9.89943538665824,6.86290490302502,5.03864257688562,4.013306485166,5.97580240947605,6.26437473175941,4.79239344569573,5.055595063499,4.78693572101238,6.99195115901176,7.71199668313484,6.60214698515837,8.61708223578536,5.50872702154997,6.34233012733093,5.7953567972514,5.04177109592504,4.36695327129906,6.04503621178524,6.66760729492783,8.84107902722877,5.82010327588775,4.15658199473202,7.8851604034872,8.06383397339673,5.29398739825058,4.10587159206965,9.1022708136891,4.65459713517277,8.30334834947885,3.98544572141262,4.78955443975778,8.05813676686167,12.1570336965559,4.11745762684402,6.36323217529458,4.49476832002417,3.81844477375046,5.21984502698682,6.51072167873667
"TCGA-12-1090",7.2958812931382,3.98602533008777,4.64699469013613,6.09148962273655,4.26731520336453,4.79484457553721,6.73911360545135,5.2747478165082,7.52499190354151,6.67163943026453,5.18165137704717,4.08202166449123,6.15360954856616,5.13436333280123,4.82433989198417,4.55932153712337,5.02388494979079,5.5238466714107,7.40997819602633,5.29729665561228,6.64142282692154,5.3373638379513,4.16973374405766,5.85421067273939,4.96428921491711,4.86751507386177,7.26630773302265,6.56247815040819,9.10777180398309,7.1511636771432,5.16622055873177,7.59463623753613,8.13467244618085,4.6961497610967,4.33065364587069,9.66235142919735,8.14663159862528,8.34560462600346,4.43492671887304,4.12400326895765,9.604695965188,10.3352593565367,4.02608098847209,6.02421189666908,4.31919924673316,3.71157382221009,4.87197346231613,5.78976266959296
"TCGA-12-1091",6.31510505019169,4.09764735292412,3.7010446527208,7.27383030872986,4.45948002312409,4.94835564533852,8.71676274497621,5.10650495468539,7.07282068506701,6.68000897756199,5.05201109004406,4.19096610962418,6.07150786243874,4.96601805205807,4.48807830257638,5.61452260252573,5.94287679233654,6.45838545982657,6.95063002340254,6.5046421393322,8.05050416187194,4.93263000231482,4.13893811491201,5.84272764574032,5.52855986841714,4.49390112481992,7.84045197721596,7.25677521160004,9.26364759430038,6.57025991004211,4.37277049405184,8.30364824143312,8.64634863698904,5.21891437928435,4.12943679072208,9.62654880036507,4.50619812101671,8.5885775146693,3.89437251679434,5.76684419436408,9.08064872509863,9.87235399522167,4.07160164004311,6.4788569931761,4.56779492207015,3.89622078303207,6.21490988820728,6.6165706050069
"TCGA-12-1092",6.12330207199572,4.000547145029,4.18768386539213,6.6955511595343,4.11922785683872,5.42916484104355,7.91894610494813,4.68346402746533,7.29220857515154,6.34591886653177,4.83873161620841,4.22729262226146,5.73050444665713,5.86841640812942,4.42967656466713,5.22579111619174,5.62291144163882,5.72809572344214,8.51613740104289,6.87347546655543,5.50764501131318,5.06856410942075,7.82418652254878,5.49340508877799,4.89054001442927,4.73699342069076,6.91460201431232,6.72235520084832,8.72634394687301,6.06518239782123,4.54727876692932,7.4654893078165,9.11725421153122,5.02891524094156,4.13157722900118,6.59099848616687,6.46797351881915,7.57316141588053,3.78641860562455,5.22404908771288,8.29442695853275,9.85066061657912,3.83933721042365,6.27282937226028,4.57930488748377,4.30022099537553,5.8104550403479,7.81489074810751
"TCGA-12-1093",6.7975100433119,4.04280341425976,4.15092019392873,5.5329289723901,4.75194842261185,5.25301789856536,8.83446372007632,5.12257699614725,6.68424566635693,5.91417606594717,4.98841546953457,4.11370958210896,5.877768565985,5.13042900784924,4.90798188277292,5.27020848083567,5.75610915719111,5.71360571828929,7.21252443787891,6.53706396990775,6.72993082188952,4.66941765183124,4.39503474318526,5.37696329280813,5.25520928045955,5.2696383641688,7.74440601914444,7.63840354204717,8.24440492208396,6.2775266404502,4.54414765839076,7.41595576631926,8.94256748061601,4.98848108828214,4.36786515518085,6.90375150356838,5.38795945694499,7.3185702534015,4.23595402695021,5.46885084314068,8.43718198216493,9.77444545376341,4.05566208185851,6.58427176772233,5.15660529292306,3.55871602971438,5.13187658059954,5.96436581211949
"TCGA-12-1094",6.88618478247039,4.10713181208801,4.35768193375727,6.06843880770917,4.83457202531986,5.36439772741859,7.73304832904327,4.81937621023695,6.87928960919737,6.71662638638922,4.63979951602442,4.17485301234707,6.00772452228691,5.66039692828872,4.66895594585876,5.00670821366078,5.9466177245798,6.54597889063568,5.48290726914289,7.8908443591713,9.30241510838598,4.97052828263479,4.40665371175046,6.17505760680009,4.58177615903511,5.17503856535402,7.19867883694648,6.91937410300551,8.57462886443385,6.50018833705837,4.48951247920244,7.76004133209027,8.88623149282066,5.24075523638962,4.26799279163218,8.03475883776186,4.63200573500255,7.71639696511824,3.9671599300801,6.40270750542801,10.193907007519,9.2094579766159,3.95924973116202,6.19978555411661,4.71279785732181,3.70092150661428,5.50624038037391,6.21011169513842
"TCGA-12-1095",7.14389463714256,4.04132694342361,3.89779948939442,6.13578692906067,4.69532420359203,5.56212617746508,8.25543391228914,4.81356945204224,8.2933700485995,6.06777341107557,4.76587537342947,4.53239540388295,5.89388714981232,6.01024841948144,4.6309824996284,4.95739957339358,5.89213282268525,5.73379498338285,7.37649187463355,6.58122219320179,4.81408807957736,5.22296672906501,5.85645459507045,5.52127322095124,4.6205925850353,5.19441871921303,7.32900191300675,6.97697213454092,8.5128607575924,6.63831559275905,4.4070955342361,7.88002476630686,9.11728830105488,4.8962462865766,4.13479776471818,9.63743536262748,4.64854278761401,7.992457106854,4.00001926192831,7.24390512062736,8.25794714324462,9.22485679225597,3.91703876100701,6.78684820226952,4.72774537209114,3.74494508233293,5.3783076903347,6.73221815611471
"TCGA-12-1096",6.5031071700131,4.02190968435021,4.0728012263896,5.68223981177151,4.91999586542977,5.63202715335399,9.02151291713868,4.32016316168722,7.37188150918707,6.30964468264516,5.16491904570887,4.5397467905722,5.87553432907576,5.71614855871307,4.54191169270892,4.80459673196942,5.63786150793813,5.7851892266942,10.2843263882688,6.49022107483279,6.19301288044676,4.52584455752638,6.09596757794665,5.50803858546807,5.09153497959965,5.8399143024978,6.91114490030261,6.95329648289461,8.79411785626299,6.44497871376097,4.52802229587075,7.60930591073423,9.57269849197967,5.00592020592474,4.22167104405282,8.0603809436074,4.92195095638669,7.69509572474626,3.91484851051942,5.88752138485808,7.58007278282166,9.2090451605166,3.89106555088603,6.61494804499005,4.46871128755211,3.74539469498298,5.45311963859,7.05735471070677
"TCGA-12-1097",6.54026085435775,4.20191256578188,4.02059105408234,5.61394634802096,4.18877067900595,4.82341126693306,8.73823237799665,4.72770808903432,7.45228850407358,6.26646101452097,5.08722698317437,3.98518840961413,5.6838013157458,5.33075894453181,4.61259182250183,4.899045699806,5.43380839501423,5.95843669040512,7.79436202083102,6.22025004052158,8.31562196903354,4.78223919607048,5.45975203363633,5.56095293551433,5.12392483138781,4.75920216523326,7.46194300485443,6.97905522045452,8.16405926225035,6.30378423136583,4.5693599814478,7.41478844690468,9.10559972328417,5.22547224006031,4.31383615540399,8.33305855469432,4.64422410317961,8.55282327366887,4.12472857494896,5.43390642778308,9.24807421623738,9.5721373271203,4.10333231558475,6.22228092313235,4.52955506514319,3.68660963018718,5.13304952808012,6.05201988233978
"TCGA-12-1098",7.39634464239096,4.18960757113529,4.09538446643235,6.74193650299473,4.36783383539607,4.53018627182809,8.62336779952234,5.08828520995715,7.72517016199866,6.12831880575492,5.06250009791533,4.02238525460971,5.85547579764539,5.45765378654522,4.48619364140135,5.08892229620215,5.68656571214446,6.848809162118,8.81091969483001,6.06377013087503,6.1776692340007,4.87857091500894,7.10565231095516,5.57162003403942,4.80340886730833,5.41176944089461,6.5733560677813,7.79086440450041,8.87207156484525,6.46040877449084,4.41276997580944,7.52239211950738,8.98409262676811,4.65973377131104,4.21690775213368,9.82008876154394,4.90057120356545,8.92264319565887,4.11740197983044,7.41318732793857,8.2556080895488,10.4809051796132,4.05783146345746,6.50593133782014,4.70962792632459,3.6673360489083,5.19590126719035,5.83645878049744
"TCGA-12-1099",6.38612061989331,4.17784940799274,4.18828322359947,6.35502989475512,4.6475145303078,4.80825425836633,8.78865541347323,5.44794964028548,6.86875276822953,6.26946787021982,5.46404338103404,4.17749877021088,5.67700728375274,5.74538730859552,4.71904428896801,5.1556329294312,4.90119743732087,5.40405491108842,9.05284910332037,6.75966736837147,6.38060110093951,4.58287667855238,8.70467063152697,5.63630322781845,5.30096762791558,4.35889422059487,7.45929940482505,6.83731609774593,8.36854682508907,6.23137515906328,4.7617645575839,8.18545212478138,8.59334951686133,5.16294460219452,4.41869587240586,7.68335372244154,5.03130341722105,8.22067663615139,3.97623266598289,6.13631044031616,8.7066259606945,9.54421535728483,4.06424888093832,6.15796950952946,4.4887983879397,3.87675804755785,5.62157682471229,7.49502106736178
"TCGA-12-1597",7.06847111822323,4.1188808899133,4.07701403354702,5.77588642491416,4.72092870225793,4.94352499548379,9.13379945723895,5.10625333658313,9.01711984676438,6.40382900092742,5.26128821286926,4.09863404225875,5.90118868905245,6.13138678582712,4.81095233953937,4.89440887804071,5.61310812675651,6.47904171929938,9.81879006229213,6.8326618445414,8.10587782479203,4.72903078849123,6.84115669332104,5.68081147971406,5.56959837176737,4.81322633729495,8.19901193007646,7.35561012997947,9.20666637856405,5.98162493899777,4.4613867678597,8.24664724980156,8.84905952078143,5.63128886915536,4.50993649006484,8.85219267950333,8.28198703179267,9.81262309524697,4.00148001121797,7.28019645719121,9.68596515105909,13.6908689850353,3.86450138910042,6.84006716198969,4.54831370919226,6.45037875090582,5.53379750126434,11.143628128124
"TCGA-12-1598",6.33843961650757,4.12092364233395,4.29662513365701,6.95831640747283,4.38387090211699,4.768161502972,7.79208309896424,4.91811548469076,6.71147425808146,6.26819916210284,4.69547172370566,4.1512189662701,5.48643733807399,5.58595048931296,4.55902260908677,5.39035948911765,5.28971610812269,5.48089618376808,7.68398331158514,6.49529231569865,8.2892309182991,4.63580977001206,7.59326880933406,5.38940171472583,4.92281339135686,4.6184365867657,8.5874496325338,7.74536350775646,8.72159331863865,7.17750302824929,4.86816627718409,8.5474576437132,8.4571368593352,5.13358218565966,4.10446182575803,8.31864982338597,7.74157087946912,8.65188775344836,4.51102583506286,4.66071441302803,6.82969989863316,10.5140231706759,4.00204325414704,5.64752485054413,4.53428768203065,3.86772017336094,5.61664586940343,5.93131075471925
"TCGA-12-1599",7.19653939479886,4.2493698533756,4.36319701100079,6.77026201932233,4.23827031780124,4.98477037556979,8.24373911106741,5.14899225249195,8.30539186992394,6.87503282943954,4.69106383338361,4.21849184437499,5.58510672962802,5.45637447022691,4.62809594733761,5.59925500220383,5.72908629832547,6.05502486784427,8.39317112133476,6.71554102328923,6.36886583082443,5.22713717903375,5.70273811461667,5.87327991511207,5.38092154693936,4.64256340187354,7.03558662676603,7.03864341407159,8.4803670554677,6.8522063980943,4.66737730757947,7.81198208224113,8.2397921064202,5.00794278379322,4.19041639704067,9.8703577579441,4.56532385558868,8.19259849138968,4.12473251840507,5.13527826041169,8.22800776852097,9.55262465889454,4.05048921583229,6.6005939738001,4.49078062675019,3.78853285249941,5.93939340784609,6.24786610527861
"TCGA-12-1600",9.92588480114413,4.2001318654471,4.14688978676409,7.04010389854574,4.49232240268351,4.91212851847355,8.76569623914981,5.57897081232662,7.93035511329046,6.88721317679094,5.04961427058914,4.08423859274428,5.72620308488272,5.2720206025536,4.59417012898106,6.64912019558548,6.22399460621151,6.28582592188952,8.17491943636292,7.70148911848833,10.2197156585683,5.53476345060256,4.13916504472543,5.82059969542564,5.40653291992754,4.48642764010123,7.9390786839034,7.30244021090742,8.47124070237979,7.32802278864632,4.24911620217245,8.38659798006022,8.15583918698917,5.3884737854684,4.31780853142695,9.90323489082449,8.84826551844795,9.0442840462629,4.6316397982919,6.25322772078961,9.70210312754572,10.1532186361512,3.76728400347452,5.65057497577161,4.44210584349284,3.84605215420791,6.79968438533849,5.97758293056822
"TCGA-12-1602",6.46563552704326,4.11180938136108,4.20565530718302,6.5013526182064,4.23335797427952,4.91502865782892,8.80029049299628,5.21960311633076,6.18916233496498,6.26076925084358,5.05325425317961,4.25773397863704,5.60118714939229,5.47779333986509,4.84306650072648,5.45815775940397,5.10275185345841,5.85494283831174,7.57273907891146,6.32158587762026,5.98681507801732,4.71440924896191,6.577201872324,5.51339509235333,5.31181191281451,4.65123052836083,7.11191951403378,6.56374987146417,8.87707477091943,6.56583399976652,4.56054240183265,7.88567328893793,8.56927258883865,5.15934337130773,4.03717994114287,7.15839673781466,7.36760191455562,8.4079074809326,4.30325901087472,5.8933869908669,9.39411775993246,12.5132674918222,4.16269311263652,5.72147139265505,6.39811490662187,3.75774798454367,5.67153383224512,5.88401722983506
"TCGA-12-3644",6.39341389497254,4.04199562663981,3.92020381738455,6.34103228334777,4.6038406946043,5.01250383096358,7.8535212529312,4.70804518793809,5.89855396878259,5.1243213945288,4.8076692720939,4.11708486186461,5.38897322085996,5.37225757770618,4.56480178787896,4.5470955129101,5.68247580078532,5.13784951135272,7.18027325823221,6.81138468971567,4.97808652046056,4.68838201223013,8.00808901421316,5.39259898822794,5.08161167510302,4.83964236280305,9.52142419892194,7.86218906750839,8.32948677793298,6.03427574140875,4.58472090219593,8.12925015314297,8.54588253071744,5.59240799019031,4.67892438617833,7.75937651969058,9.05971231431017,9.46293031547301,4.13028681047503,4.62728528267956,7.71688674370681,11.1652652388903,3.91118715143075,6.82476067573233,4.67136213798416,4.01197160692711,6.00823027069606,6.98698472452633
"TCGA-12-3646",7.27560762802571,3.99040074054963,4.01841771034927,6.34937383728305,4.76734280969554,4.77737452334858,8.85767666048616,4.86923244726332,7.65717177446892,6.16445001088046,5.14653729095533,4.01473001664036,5.96288012356537,6.17227000805375,4.72707464910705,5.14071121516832,6.1954845530969,5.60145547810275,9.95571916170356,6.29038888415913,7.08071198769802,4.69524369309267,6.12705035094483,5.19666560585022,4.83825611536235,4.907249192193,9.03351928760326,7.43599294526207,8.87111882366934,6.6729498004621,5.10514569529044,8.42769161685877,8.38185632471628,5.40620461608151,4.49091059878033,7.1200560593631,8.80064805215003,10.0754592369793,4.20690406082596,5.88324363932726,8.38294652949453,10.4942537795337,4.01987827855061,5.95395768969127,4.40746435108262,4.06907717528632,3.98128871864658,6.47874197471719
"TCGA-12-3648",8.25802394382617,4.13695498244119,4.30525463959783,6.74923019587434,5.68343918279778,5.07851568936387,8.69551091117845,5.1501439330619,8.81940086748656,6.62159817489144,5.15354167224536,4.32633745150185,6.0823340752044,5.9921742405929,4.78733357528851,5.83289561415036,6.6631435015689,7.73840361531089,7.44015834338557,7.27474696354816,9.08190028857313,5.64559357137622,5.01084938805573,6.38620589316404,4.89767875083798,4.86563898367416,7.8115711748545,7.83302865569186,9.10608476784774,6.62568621606576,4.60043914783632,8.32608449475521,8.2470556781995,5.83159225905042,4.48826099359604,10.6126009333702,4.57725409028433,9.06979522664468,3.97390271146201,6.74994807146137,9.3513704927487,9.61156980282004,4.32639451153496,7.18896817983426,4.76219689310123,3.88466848035781,6.46858949159025,7.3243342571136
"TCGA-12-3649",7.56852095614475,4.55755812257527,3.9939403819685,7.2394381420313,4.55618408549666,4.90221196866526,8.72179000556284,5.13848196078734,8.48644593115993,6.57827731916065,5.00027359845273,4.16186766691636,5.82881015680055,5.419393171452,4.78354912285868,5.92780291382998,6.69192419653183,6.25455651140392,7.46586553700886,6.91491975120768,7.42531311287373,5.44622878813992,4.51983058483595,5.734022482008,5.08438442850674,4.74133541206629,7.81662569630924,7.4399930382879,9.50465317025766,7.20870351236076,4.69144354691712,8.42286692291964,8.21221716445343,5.69733974978623,4.52705862393593,10.2414225710677,4.55335309194809,9.36195166923327,3.86725517016027,5.88075142311785,8.84029627677824,10.1154909230492,4.11139248806955,7.34714499486578,4.59523710397353,3.99640064639109,5.99797313720312,6.45108543912723
"TCGA-12-3650",7.93431158899633,4.3302134963226,4.05420070660339,6.93955823157816,4.59563742880353,4.77743753512869,8.70184347177369,5.5435440070858,7.99770306400144,6.42940801859996,4.92457549629255,4.14065754995473,5.70077306138164,6.02586224446119,4.79836757488477,6.7805561869797,6.18399119232296,6.22251973201855,8.09047622722794,6.84224127756112,9.87325597396395,4.73081288431016,5.9042215256958,5.89648605329325,5.31976788976589,4.51888422932891,8.18278819852197,8.1043018469065,9.16109235377005,7.15516874208202,4.87400584735948,8.62532001060853,8.43274577626806,5.73080863544905,4.46815205989149,9.82201526200408,4.86899168602712,9.72584208274072,3.81523982040856,7.39720745396472,9.12577400207033,10.980100518999,3.97994784885731,7.33082895704992,4.63357752982146,3.88936563087069,6.48024722588497,7.35362727868877
"TCGA-12-3651",7.92727666599516,4.06293218275459,4.34122127145755,7.39686996732435,5.13816725534902,4.90406548135984,9.76384786520523,4.86300447514723,7.43427583688674,6.3804658212465,4.78985787026063,4.51261774696256,5.76105416293029,5.68852928346358,4.79215649578657,6.95007927951671,6.7253445170118,5.44431086487257,7.66301023439914,6.03777649899321,6.8111070242452,5.08624493295307,8.22378107779255,5.630843895736,5.97148856230659,4.79504738475159,9.09523619653052,7.6194688679143,9.57434752944824,6.97138208129837,4.74908889045342,8.56462679305712,8.61283453438118,6.21274943333312,4.26114026456812,8.36106469448273,4.82281576967076,8.70537146752881,3.69396575749881,5.82722532494408,8.462532601681,10.414723682804,4.07980197524649,7.57169629175636,4.78719386040963,4.17095377873038,6.4192028336377,7.61669578177822
"TCGA-12-3652",7.646792699163,4.26729248300035,4.02384976433484,6.74426547242911,4.46075971384139,4.8708138624664,8.47737042600253,5.06374018315172,7.02299134556526,5.93757254793678,4.94291830323894,4.05674023573842,5.52491182185986,4.77469045708884,4.38087571669214,5.46953488033428,6.34565010173691,5.44735531357057,8.30077859759499,6.58610195163932,8.912921580119,5.1881506917665,4.23291038081823,6.29635752969393,5.27771022978084,4.6008798761005,8.42588663129332,7.7487096200856,8.65171425234064,7.06904274704697,4.61757037008703,8.11639108185501,8.21560675975812,5.69030613141592,4.48201628957833,9.92806225988352,4.43088331934258,9.84165033686824,3.89171807749099,5.59597517694315,9.01807416193653,10.2698788761812,4.25111786405654,6.51152489872039,4.54512485628534,3.96807761756602,5.68283688998752,6.81698889483813
"TCGA-12-3653",8.82839035895353,4.66860543086511,4.11978400168422,8.04496019601994,5.68454339353506,4.93500269165666,8.8972234903784,5.54709515979703,8.1108162161256,6.83700371351966,4.91811293631918,4.83151803873156,5.9354320684496,6.19776756994342,4.97809376695994,7.64840805508803,6.94907916155156,6.51414384025686,4.33386275773594,6.66386165071291,8.91299830488935,5.58120207633218,3.86214384292539,6.4012602634742,6.19229612594146,4.46474652446456,8.26692762210934,7.37163548341783,9.24836526054435,8.09287002767915,4.90843110428674,8.56536999677567,8.156044025901,6.2663810871149,4.59367446716166,10.7346361357389,4.44622399146035,10.0773819737824,3.74952800723145,7.0816773332405,9.48657580328355,10.75089197699,4.68907437636567,7.39135176924593,5.10590563199459,4.1344173893362,6.30766373659085,7.77814512493697
"TCGA-14-0736",5.98009014387,4.14277409591824,4.49761408072365,5.71986829172518,4.24962968024265,5.32234657116784,8.09976434649078,4.85535925931981,5.2887576729067,5.53945490155982,5.08710669204023,4.20544620637622,5.54311031229284,4.57901594346951,4.9424547268464,4.76269123770729,5.25372589024201,6.48913170718943,7.3951278611145,6.34113031044326,9.91618516932298,5.32949280007517,4.15046827807118,5.02141430135438,5.32254586187153,4.59976032629381,6.11097467802718,6.87748232584551,7.61888025132528,6.2771930269342,4.67691799912957,7.47734090139275,8.56623362225898,4.8370139188189,4.34878703651276,7.56254394654394,5.33121697265015,8.634235420395,4.14605695641298,5.50650516942721,7.13960974237648,9.8499367699698,4.18560834411982,6.10790666253859,4.63228647883187,3.93228171556486,5.82599279904556,5.65988410490334
"TCGA-14-0783",6.12591916665368,4.15604911948978,4.10099623616347,7.12169428406303,4.55760100729034,4.98910228145693,7.0450197087029,4.78907429227743,6.71966288343547,5.65840468976804,5.11047088407453,4.10925120697676,5.65147000185648,5.41318500319147,4.42287474852004,4.77821572444064,6.19488622653259,5.76107131310823,8.20103490822015,6.57888181233879,7.62751685221936,4.66080318310149,4.02618958804212,5.47372593651631,4.72627575267487,4.79526245428364,8.11604152764182,6.86707819768393,7.76382223996784,6.674342180391,4.45956394540092,7.71477008402819,8.81906469343234,5.1862194483433,4.20742652610565,9.43706600620336,7.41369506626107,10.0574915556929,4.16630623216625,5.01458581985593,7.9916188937364,10.4484653320766,4.0184608391697,6.64259391796842,4.36110647190512,3.60432541018528,4.43665004201436,5.9076948832855
"TCGA-14-0786",7.03212999498305,4.18607750535125,4.0690115969796,6.71810847682622,4.59527763096023,5.04070894629936,7.70537821786848,4.76560954676033,8.23212342684794,6.54907876200275,4.86164533246139,4.32310810109714,6.13537596876803,6.10704366923692,4.57731241539619,5.6417958806036,5.85696572683801,7.22874134667805,4.42324519722816,6.83935403152698,10.0571173497324,4.87476311575194,4.10576818887463,6.03366882913539,4.88891006097404,4.57392692603869,7.48041722806727,7.31394296536731,9.12035512117056,6.6596143423683,4.66084419390107,7.88198201817246,8.66188169470264,5.31242197679381,4.22275172205562,10.0832319402264,4.62430998359851,8.32367396905266,4.24158739273559,5.46511260672453,8.5406515433264,9.59415247039349,4.20599216121561,6.70975947996054,4.47022591798248,4.1096929470348,6.19927514361369,6.75090005063237
"TCGA-14-0787",7.90093340042894,4.15211475745877,4.30960208191049,6.13818944636339,4.58374182487464,5.32920904774745,8.46357151815854,4.67702546271581,6.94302592184809,6.33770573564979,4.87494402455474,4.44084268748368,6.15391193819534,6.02354980731709,4.7619447891918,5.06127724216638,5.60226027821181,7.43751512301948,7.54092333138369,6.41053739839118,9.15975572131888,5.80705917986347,5.27622140466664,6.13975711191764,5.13337570030801,4.45617315432758,7.79771900788064,8.05840121179858,9.0494446023571,7.03499000183173,4.35078194132903,8.0081468181746,9.04767743789826,5.25920147217144,4.07976275730485,9.74106965498295,4.48995560655959,8.22920725474884,4.03286582771263,6.26424829316808,7.77494245444116,9.97178647440931,4.49293479026768,6.32947897648413,4.55332976997196,4.15397747850973,6.98923362678054,7.2603744506217
"TCGA-14-0789",7.71654946315818,4.26987174413616,3.86838494394682,6.8278209430704,4.33388036001877,5.54500050310924,8.38975119163875,5.3114614665173,7.96131137852669,6.94264756623474,5.02022241520228,4.60515563329899,6.27391451851007,6.10133374336302,4.60941853029266,5.31541052462033,6.24682770882694,6.84187200397696,8.55597540454667,6.6699964952304,8.79530486974257,5.89825346085733,4.64020123903624,6.3287869433305,5.11911353008215,5.53470551662572,8.05328359062956,7.35063142777825,8.62174191708758,7.15762711156711,4.43682233739531,7.97975670503714,9.37889120517181,4.67629317486829,4.17765767777004,10.4920477828411,4.91829367751239,8.11928438348055,4.12249721713185,6.38572274294122,7.29160507664781,9.7216537041683,4.23569508458612,6.94174041492559,4.40782309191293,3.66461427035554,6.29653173697079,5.93399989514844
"TCGA-14-0790",8.24201165280331,4.19590667242022,3.95894762618868,6.8816174584331,4.82384038581326,4.91470665718795,8.80230158536587,5.56084556209826,7.9356084050969,6.62537062718794,4.99963096402759,4.04500637274087,5.92334979375222,5.98558321933522,4.73522049748357,6.20019923153354,5.39160940123939,6.19698086013156,8.42148022364447,6.78075110429739,10.1192740916799,5.54291366103011,3.63377960596747,6.56826672919198,5.61701731067271,4.33133507930263,7.35144908293287,7.81973238372746,9.46362552085862,6.76711909076984,4.27731535611751,8.47713693036565,8.13446862366058,5.78583327498682,4.40366676053018,9.7067786520434,4.48320614965149,9.12003944300038,3.8296828678228,7.0503819319364,9.17869660824021,10.6173507637225,4.35304395621973,7.13008833921641,4.23853346316589,3.88916395725613,6.77314373526147,7.3086167797964
